0,y_predict,y_observed,error
224_BDSI_G110,0.7824448729037883,0.750252912,-0.032191960903788286
264_BH8DSI_G110,1.0115378372113817,1.222187376,0.21064953878861825
288_BH8DSI_G110,0.1423920834955794,0.095140437,-0.04725164649557942
669_BH8DSI_G110,1.0020997350413303,0.996044166,-0.006055569041330311
681_BDSI_G110,0.7423818159567972,0.794224631,0.05184281504320276
355_BDSI_G110,0.8074315094056388,0.94594793,0.1385164205943612
707_BH8DSI_G110,0.7784612603977727,0.741680495,-0.03678076539777275
127_BH8DSI_G110,0.7114016775713985,0.696550436,-0.014851241571398499
83_BDSI_G110,0.24291061306415784,0.259662875,0.016752261935842172
455_BDSI_G110,0.8751587061598158,0.823418477,-0.0517402291598158
213_BDSI_G110,0.42492978257326186,0.405744803,-0.019184979573261873
480_BDSI_G110,0.49437961402744435,0.424298016,-0.07008159802744435
296_BDSI_G110,0.6122731758061519,0.590303452,-0.02196972380615192
458_BDSI_G110,0.7017043151368156,0.675470193,-0.02623412213681564
280_BDSI_G110,0.2366946161441632,0.085708464,-0.15098615214416322
365_BDSI_G110,0.7474771611322382,0.765864544,0.01838738286776187
155_BDSI_G110,0.9217417189659116,0.969544345,0.04780262603408836
