0,y_predict,y_observed,error
224_BDSI_G110,0.8125800812510491,0.750252912,-0.062327169251049086
264_BH8DSI_G110,0.9593376860466165,1.222187376,0.2628496899533834
288_BH8DSI_G110,0.20426709709199287,0.095140437,-0.10912666009199287
669_BH8DSI_G110,0.9679588542412674,0.996044166,0.028085311758732634
681_BDSI_G110,0.7727361819008927,0.794224631,0.0214884490991073
355_BDSI_G110,0.7839224670489884,0.94594793,0.1620254629510116
799_BH8DSI_G110,0.7279081426751333,0.772880198,0.0449720553248667
707_BH8DSI_G110,0.8218404747603891,0.741680495,-0.08015997976038913
83_BDSI_G110,0.26337247450393875,0.259662875,-0.003709599503938732
455_BDSI_G110,0.8893206275445067,0.823418477,-0.06590215054450665
213_BDSI_G110,0.4204592644778522,0.405744803,-0.014714461477852214
480_BDSI_G110,0.5060038166138874,0.424298016,-0.08170580061388738
296_BDSI_G110,0.6063233742368368,0.590303452,-0.016019922236836792
458_BDSI_G110,0.7204046511483249,0.675470193,-0.04493445814832486
280_BDSI_G110,0.24998947601840982,0.085708464,-0.16428101201840983
365_BDSI_G110,0.7407790763936397,0.765864544,0.025085467606360323
155_BDSI_G110,0.8646221714632887,0.969544345,0.1049221735367113
