0,y_predict,y_observed,error
155_BDSI_G19,0.8408681284504947,0.822072556,-0.01879557245049479
264_BH8DSI_G19,0.7472581637572475,0.877355091,0.13009692724275246
224_BDSI_G19,0.758804387319079,0.842671406,0.08386701868092106
213_BDSI_G19,0.6632919418592432,0.484204356,-0.17908758585924323
455_BDSI_G19,0.8439410953170031,1.001159817,0.1572187216829969
83_BDSI_G19,0.2826866323227757,0.233037467,-0.04964916532277569
280_BDSI_G19,0.21240592659615887,0.074817088,-0.13758883859615886
480_BDSI_G19,0.4670357122479488,0.618719253,0.15168354075205115
288_BH8DSI_G19,0.7797544165297106,0.760958558,-0.018795858529710552
296_BDSI_G19,0.4837596244466884,0.457923912,-0.02583571244668842
799_BH8DSI_G19,0.8166190812053501,0.691695887,-0.12492319420535014
355_BDSI_G19,0.5512053906256326,0.881288111,0.3300827203743675
458_BDSI_G19,0.7792767243931152,0.840780732,0.06150400760688479
365_BDSI_G19,0.7621287470154301,0.645168517,-0.1169602300154301
669_BH8DSI_G19,0.8748920594891483,0.66579569,-0.20909636948914823
707_BH8DSI_G19,0.7018941973633029,0.653059476,-0.04883472136330291
127_BH8DSI_G19,1.2651292090616706,1.280243521,0.015114311938329461
