0,y_predict,y_observed,error
155_BDSI_G19,0.9275027478619593,0.822072556,-0.10543019186195934
264_BH8DSI_G19,0.6506070529485629,0.877355091,0.22674803805143706
224_BDSI_G19,0.833677821786094,0.842671406,0.008993584213906058
681_BDSI_G19,0.8764673541786415,0.950845773,0.07437841882135843
213_BDSI_G19,0.7041949827050096,0.484204356,-0.21999062670500957
455_BDSI_G19,0.9084740556962096,1.001159817,0.09268576130379036
83_BDSI_G19,0.28003723664853536,0.233037467,-0.04699976964853536
280_BDSI_G19,0.22043599750938347,0.074817088,-0.14561890950938347
480_BDSI_G19,0.5921324963205931,0.618719253,0.02658675667940691
288_BH8DSI_G19,0.6498895073889057,0.760958558,0.11106905061109429
799_BH8DSI_G19,0.6563976502884854,0.691695887,0.03529823671151455
355_BDSI_G19,0.67294359023559,0.881288111,0.20834452076441
458_BDSI_G19,0.8009211031979155,0.840780732,0.03985962880208449
365_BDSI_G19,0.7943216049444263,0.645168517,-0.14915308794442628
669_BH8DSI_G19,0.7967556109698702,0.66579569,-0.1309599209698702
707_BH8DSI_G19,0.6097573094794154,0.653059476,0.043302166520584606
127_BH8DSI_G19,1.3493571768404014,1.280243521,-0.0691136558404013
