0,y_predict,y_observed,error
224_BDSI_G18,-0.05311944903355581,-0.07600789,-0.022888440966444185
264_BH8DSI_G18,0.035760917955306226,0.040339549,0.004578631044693776
288_BH8DSI_G18,0.22916419232266882,0.341190938,0.11202674567733117
669_BH8DSI_G18,0.163234498789123,0.151439722,-0.011794776789122996
681_BDSI_G18,0.13258802746500464,0.097470858,-0.03511716946500465
355_BDSI_G18,0.3659516687928921,0.53096274,0.1650110712071079
707_BH8DSI_G18,0.007407412552252524,-0.121394169,-0.12880158155225252
127_BH8DSI_G18,0.6197069868042533,0.736806336,0.11709934919574672
83_BDSI_G18,0.09752227682583126,0.092696294,-0.004825982825831257
455_BDSI_G18,0.1677443287046625,0.323249384,0.15550505529533748
213_BDSI_G18,-0.04411943408440422,-0.090310146,-0.046190711915595775
480_BDSI_G18,0.12151553848866392,0.140603026,0.01908748751133607
296_BDSI_G18,-0.05238291641254911,-0.145416345,-0.0930334285874509
458_BDSI_G18,0.30380746506004996,0.592823334,0.28901586893995
280_BDSI_G18,0.19526898908263668,0.059349491,-0.13591949808263667
365_BDSI_G18,0.38412566133618853,0.116602243,-0.26752341833618853
155_BDSI_G18,0.09624565644969607,-0.011860395,-0.10810605144969607
