0,y_predict,y_observed,error
155_BDSI_G12,0.15943755447588748,0.130990042,-0.028447512475887476
264_BH8DSI_G12,0.47620612597545176,0.437475867,-0.03873025897545174
224_BDSI_G12,0.09079764418461189,0.055783099,-0.03501454518461189
681_BDSI_G12,0.22332282712430285,0.355394901,0.13207207387569714
213_BDSI_G12,0.028471523076355032,0.054594529,0.02612300592364497
455_BDSI_G12,0.16353697391049415,0.209708544,0.04617157008950584
83_BDSI_G12,0.12063779725227164,0.083155999,-0.037481798252271645
480_BDSI_G12,0.33118291640290076,0.256545831,-0.07463708540290076
288_BH8DSI_G12,0.5153328917444373,0.659410316,0.1440774242555627
296_BDSI_G12,0.1298389566071143,0.037964962,-0.09187399460711432
799_BH8DSI_G12,0.03810754108473491,0.022536712,-0.015570829084734908
355_BDSI_G12,0.07256468998342913,0.092696294,0.020131604016570867
458_BDSI_G12,0.10429832900175451,0.149029456,0.044731126998245496
365_BDSI_G12,0.11103210397768604,0.051029467,-0.060002636977686034
669_BH8DSI_G12,0.101703181817002,0.037964962,-0.063738219817002
707_BH8DSI_G12,0.1464567518619937,0.182894143,0.036437391138006314
