0,y_predict,y_observed,error
224_BDSI_G106,0.060635057553981575,0.051601317,-0.009033740553981574
264_BH8DSI_G106,0.4801659235512421,0.475734226,-0.00443169755124212
288_BH8DSI_G106,0.3994475594308544,0.55490867,0.15546111056914558
681_BDSI_G106,0.35726331635641406,0.397853393,0.04059007664358594
355_BDSI_G106,0.1609432639215309,0.082174394,-0.07876886992153091
799_BH8DSI_G106,0.11413060188956026,0.075110663,-0.03901993888956026
707_BH8DSI_G106,0.3549259604816166,0.443057341,0.08813138051838337
127_BH8DSI_G106,0.13113981727932833,0.039863365,-0.09127645227932833
83_BDSI_G106,0.19079868352530927,0.212072692,0.021274008474690742
455_BDSI_G106,0.26545385643048913,0.220559391,-0.04489446543048914
213_BDSI_G106,0.08765512786903917,0.083352248,-0.0043028798690391695
480_BDSI_G106,0.22126219808399838,0.230286603,0.009024404916001622
296_BDSI_G106,0.300830541774761,0.279424744,-0.021405797774760982
458_BDSI_G106,0.06857483322757663,-0.101041594,-0.16961642722757664
280_BDSI_G106,0.15541877399037984,0.096320274,-0.059098499990379846
365_BDSI_G106,0.13720939573072366,0.404427125,0.26721772926927634
155_BDSI_G106,0.2756984719696405,0.213283711,-0.06241476096964049
