0,y_predict,y_observed,error
224_BDSI_G108,0.7439244143901789,0.785275843,0.041351428609821106
264_BH8DSI_G108,0.7733820450352802,0.94172534,0.16834329496471978
288_BH8DSI_G108,0.6548885222495464,0.653200658,-0.001687864249546367
669_BH8DSI_G108,0.6626476446392751,0.675470193,0.012822548360724939
681_BDSI_G108,0.9093261579050527,0.943834098,0.03450794009494729
799_BH8DSI_G108,0.46464447568819267,0.576916403,0.11227192731180735
707_BH8DSI_G108,0.7763987739778422,0.629806019,-0.1465927549778422
127_BH8DSI_G108,1.2276352921809028,1.258842358,0.03120706581909727
83_BDSI_G108,0.2517064126487405,0.184337173,-0.0673692396487405
455_BDSI_G108,0.8369723500402806,0.967372516,0.13040016595971937
213_BDSI_G108,0.5186226540542478,0.463400391,-0.05522226305424777
480_BDSI_G108,0.654833924671923,0.670661369,0.015827444328076923
296_BDSI_G108,0.5927733171603435,0.524695052,-0.06807826516034354
458_BDSI_G108,0.8316330996163614,0.874787976,0.043154876383638574
280_BDSI_G108,0.3187407969421585,0.082174394,-0.23656640294215853
365_BDSI_G108,0.916956838499388,0.935429192,0.018472353500611938
155_BDSI_G108,0.8419887871842668,0.825272446,-0.016716341184266792
