0,y_predict,y_observed,error
224_BDSI_G108,0.7406474150404456,0.785275843,0.04462842795955435
264_BH8DSI_G108,0.8324875940221901,0.94172534,0.10923774597780989
288_BH8DSI_G108,0.6462979130514555,0.653200658,0.006902744948544592
669_BH8DSI_G108,0.68416667381425,0.675470193,-0.008696480814250007
355_BDSI_G108,0.8713719560807789,0.828991104,-0.04238085208077891
799_BH8DSI_G108,0.5114352676448739,0.576916403,0.06548113535512612
707_BH8DSI_G108,0.7337455148568672,0.629806019,-0.10393949585686724
127_BH8DSI_G108,1.1908411929819351,1.258842358,0.06800116501806497
83_BDSI_G108,0.23038573283346153,0.184337173,-0.04604855983346154
455_BDSI_G108,0.8159481831220567,0.967372516,0.1514243328779432
213_BDSI_G108,0.5129972149762203,0.463400391,-0.04959682397622028
480_BDSI_G108,0.6558235284331033,0.670661369,0.014837840566896632
296_BDSI_G108,0.5594464361664926,0.524695052,-0.034751384166492594
458_BDSI_G108,0.7694782130916735,0.874787976,0.1053097629083265
280_BDSI_G108,0.2709558563126393,0.082174394,-0.18878146231263931
365_BDSI_G108,0.9671384682505746,0.935429192,-0.031709276250574625
155_BDSI_G108,0.8677590234335213,0.825272446,-0.042486577433521244
