0,y_predict,y_observed,error
224_BDSI_G103,0.6588022783725469,0.643786801,-0.015015477372546937
264_BH8DSI_G103,0.6043155704787253,1.076019782,0.4717042115212746
669_BH8DSI_G103,0.5537130159725141,0.392611732,-0.1611012839725141
681_BDSI_G103,0.5940673717000386,0.623644699,0.02957732729996132
355_BDSI_G103,0.5230003470405507,0.507721476,-0.015278871040550701
799_BH8DSI_G103,0.3945253737294738,0.405744803,0.01121942927052616
707_BH8DSI_G103,0.6019904914163972,0.547653624,-0.054336867416397205
127_BH8DSI_G103,0.6173601472817554,0.954454641,0.3370944937182446
83_BDSI_G103,0.4055811168452621,0.17114625,-0.2344348668452621
455_BDSI_G103,0.5684741665034894,0.49791245,-0.07056171650348936
213_BDSI_G103,0.6192811488437595,0.527544005,-0.09173714384375953
480_BDSI_G103,0.6114524060654407,0.534692126,-0.07676028006544067
296_BDSI_G103,0.5388026817849383,0.534692126,-0.004110555784938241
458_BDSI_G103,0.5008905377079262,0.42830008,-0.07259045770792621
280_BDSI_G103,0.39532519057685533,0.278185159,-0.11714003157685532
365_BDSI_G103,0.512254917768983,0.617514768,0.10525985023101703
155_BDSI_G103,0.6268701511556056,0.606861202,-0.020008949155605582
