0,y_predict,y_observed,error
224_BDSI_G103,0.6410597533017945,0.643786801,0.0027270476982054204
264_BH8DSI_G103,0.699475405596174,1.076019782,0.3765443764038259
288_BH8DSI_G103,0.6852582075294658,0.812368496,0.1271102884705343
669_BH8DSI_G103,0.543850593438723,0.392611732,-0.151238861438723
681_BDSI_G103,0.5473373397374903,0.623644699,0.07630735926250964
355_BDSI_G103,0.5038004825107958,0.507721476,0.003920993489204161
799_BH8DSI_G103,0.5416526562252839,0.405744803,-0.13590785322528393
707_BH8DSI_G103,0.5823742378602255,0.547653624,-0.03472061386022551
127_BH8DSI_G103,0.5999520448017499,0.954454641,0.3545025961982501
83_BDSI_G103,0.5592395895883815,0.17114625,-0.3880933395883815
455_BDSI_G103,0.526751515043439,0.49791245,-0.02883906504343897
213_BDSI_G103,0.6278878724878361,0.527544005,-0.10034386748783608
480_BDSI_G103,0.6022194487727317,0.534692126,-0.06752732277273166
296_BDSI_G103,0.586237514804969,0.534692126,-0.05154538880496895
458_BDSI_G103,0.4822617048923128,0.42830008,-0.053961624892312765
365_BDSI_G103,0.479137121365234,0.617514768,0.13837764663476604
155_BDSI_G103,0.6523615322455267,0.606861202,-0.04550033024552669
