0,y_predict,y_observed,error
224_BDSI_G16,0.805681001283375,0.607991642,-0.19768935928337505
264_BH8DSI_G16,0.6670977940627445,0.667397506,0.00029971193725553125
669_BH8DSI_G16,1.0491421232186697,1.047430471,-0.001711652218669757
681_BDSI_G16,1.1089647629674406,1.109123854,0.0001590910325592887
355_BDSI_G16,1.0819388553964346,1.116850147,0.03491129160356543
799_BH8DSI_G16,1.0029321451953228,1.012493913,0.009561767804677102
707_BH8DSI_G16,0.8511724478518818,0.842671406,-0.00850104185188183
127_BH8DSI_G16,1.276650048252896,1.280243521,0.0035934727471040873
83_BDSI_G16,0.27278886572156313,0.15626401,-0.11652485572156313
455_BDSI_G16,1.231402958332895,1.258202344,0.026799385667105158
213_BDSI_G16,0.9411507106715495,1.049811867,0.10866115632845053
480_BDSI_G16,0.9491274123294566,0.948721998,-0.0004054143294566215
296_BDSI_G16,1.0257432003246185,1.033282233,0.007539032675381474
458_BDSI_G16,1.5808661198225717,1.590860309,0.009994189177428225
280_BDSI_G16,0.6942792724547449,0.72831117,0.03403189754525515
365_BDSI_G16,1.3606405323848367,1.364780953,0.004140420615163176
155_BDSI_G16,1.3294395287620793,1.424544251,0.09510472223792066
