0,y_predict,y_observed,error
224_BDSI_G16,0.7661319070374351,0.607991642,-0.15814026503743506
264_BH8DSI_G16,0.6434627287165231,0.667397506,0.023934777283476927
288_BH8DSI_G16,0.8613423635340638,0.809184747,-0.05215761653406381
669_BH8DSI_G16,1.0325797003536685,1.047430471,0.014850770646331446
681_BDSI_G16,1.1043116063571894,1.109123854,0.004812247642810519
355_BDSI_G16,1.0773867805239083,1.116850147,0.03946336647609172
799_BH8DSI_G16,0.9858477903690304,1.012493913,0.02664612263096955
707_BH8DSI_G16,0.8755526669406333,0.842671406,-0.03288126094063326
83_BDSI_G16,0.2633917784243218,0.15626401,-0.10712776842432181
455_BDSI_G16,1.2490540595965491,1.258202344,0.009148284403450946
213_BDSI_G16,0.9672191916987476,1.049811867,0.08259267530125247
480_BDSI_G16,0.9444204375138643,0.948721998,0.004301560486135725
296_BDSI_G16,1.0150939847108198,1.033282233,0.018188248289180198
458_BDSI_G16,1.5459216763253867,1.590860309,0.04493863267461329
280_BDSI_G16,0.6919027596604597,0.72831117,0.03640841033954034
365_BDSI_G16,1.3984171201818043,1.364780953,-0.0336361671818044
155_BDSI_G16,1.3361920030961727,1.424544251,0.08835224790382723
