0,y_predict,y_observed,error
224_BDSI_G16,0.7698901132291449,0.607991642,-0.1618984712291449
264_BH8DSI_G16,0.61821994647716,0.667397506,0.049177559522839975
288_BH8DSI_G16,0.8580812945981982,0.809184747,-0.04889654759819817
669_BH8DSI_G16,1.043736594939487,1.047430471,0.0036938760605129684
681_BDSI_G16,1.1054539269724932,1.109123854,0.003669927027506681
355_BDSI_G16,1.0770860761245373,1.116850147,0.03976407087546274
799_BH8DSI_G16,0.9822657047379271,1.012493913,0.030228208262072842
707_BH8DSI_G16,0.8792828924143659,0.842671406,-0.036611486414365846
127_BH8DSI_G16,1.26923432552739,1.280243521,0.011009195472610145
83_BDSI_G16,0.2588264399702136,0.15626401,-0.10256242997021359
455_BDSI_G16,1.240563214748244,1.258202344,0.017639129251756147
213_BDSI_G16,0.9688179332965379,1.049811867,0.0809939337034622
480_BDSI_G16,0.9473784189910126,0.948721998,0.0013435790089874056
296_BDSI_G16,1.0199307271077438,1.033282233,0.013351505892256199
458_BDSI_G16,1.5316617531684766,1.590860309,0.059198555831523336
365_BDSI_G16,1.4004735041328518,1.364780953,-0.03569255113285186
155_BDSI_G16,1.338896544523524,1.424544251,0.08564770647647602
