0,y_predict,y_observed,error
155_BDSI_G8,0.28386409818783465,0.405263863,0.12139976481216536
264_BH8DSI_G8,0.4328194812494832,0.568919288,0.1360998067505168
224_BDSI_G8,0.3255570783532904,0.26276465,-0.06279242835329041
681_BDSI_G8,0.3060898754902506,0.422637852,0.1165479765097494
213_BDSI_G8,0.31760631211405066,0.295341217,-0.02226509511405067
455_BDSI_G8,0.18284876231880265,0.257788473,0.07493971068119737
83_BDSI_G8,0.40894707360264393,0.320698228,-0.08824884560264395
280_BDSI_G8,0.3644378476031438,0.529523454,0.1650856063968562
480_BDSI_G8,0.2708005134959395,0.101053842,-0.16974667149593947
296_BDSI_G8,0.3254595963940159,0.429366422,0.10390682560598413
799_BH8DSI_G8,0.42702624862463345,0.134592836,-0.29243341262463346
355_BDSI_G8,0.28276097529376276,0.11061765,-0.17214332529376275
458_BDSI_G8,0.3024531760525404,0.139400423,-0.1630527530525404
365_BDSI_G8,0.2338841889591592,0.04984132,-0.1840428689591592
669_BH8DSI_G8,0.3751639632373247,0.745369216,0.37020525276267524
707_BH8DSI_G8,0.46913386015287584,0.805532903,0.3363990428471242
127_BH8DSI_G8,0.3639295236543698,0.168347617,-0.1955819066543698
