0,y_predict,y_observed,error
264_BH8DSI_G104,0.5769057574184402,0.680299625,0.10339386758155977
288_BH8DSI_G104,0.42598581302635563,0.484012516,0.05802670297364437
669_BH8DSI_G104,-0.01418324790841008,-0.051601317,-0.03741806909158992
681_BDSI_G104,0.25858952272701385,0.295596401,0.037006878272986155
355_BDSI_G104,0.09104129011236484,0.010548285,-0.08049300511236483
799_BH8DSI_G104,0.11244733214570257,0.108129762,-0.004317570145702568
707_BH8DSI_G104,0.24068485068950152,0.271996329,0.031311478310498464
127_BH8DSI_G104,0.6192039597314591,0.711384293,0.0921803332685408
83_BDSI_G104,-0.05467730059084952,-0.119961186,-0.06528388540915048
455_BDSI_G104,-0.042233219070007655,-0.157998243,-0.11576502392999236
213_BDSI_G104,0.13151336210172682,0.118776986,-0.012736376101726815
480_BDSI_G104,0.2957389295134756,0.320695226,0.02495629648652442
296_BDSI_G104,0.07503115742650435,0.048078952,-0.026952205426504346
458_BDSI_G104,0.05977659443943062,-0.07981918,-0.1395957744394306
280_BDSI_G104,0.08263562102669963,0.072757322,-0.009878299026699636
365_BDSI_G104,0.12651559559443504,0.26212496,0.13560936440556498
155_BDSI_G104,0.21803900091777217,0.244936817,0.026897816082227827
