0,y_predict,y_observed,error
224_BDSI_G104,0.20385653740216225,0.207233064,0.0033765265978377423
264_BH8DSI_G104,0.5513188712489534,0.680299625,0.12898075375104656
288_BH8DSI_G104,0.4507373265059902,0.484012516,0.033275189494009816
669_BH8DSI_G104,-0.03305146278967741,-0.051601317,-0.01854985421032259
681_BDSI_G104,0.24084168958085472,0.295596401,0.054754711419145286
355_BDSI_G104,0.09131695101265358,0.010548285,-0.08076866601265358
799_BH8DSI_G104,0.09991474140677437,0.108129762,0.008215020593225639
707_BH8DSI_G104,0.2600643950191247,0.271996329,0.011931933980875276
127_BH8DSI_G104,0.6214649707754036,0.711384293,0.08991932222459631
83_BDSI_G104,-0.04696188408333157,-0.119961186,-0.07299930191666842
455_BDSI_G104,-0.014318611247299606,-0.157998243,-0.1436796317527004
213_BDSI_G104,0.13285933801417527,0.118776986,-0.014082352014175264
296_BDSI_G104,0.06051469661895481,0.048078952,-0.01243574461895481
458_BDSI_G104,0.04366662159718093,-0.07981918,-0.12348580159718094
280_BDSI_G104,0.08518055856621909,0.072757322,-0.01242323656621909
365_BDSI_G104,0.136681389304526,0.26212496,0.12544357069547402
155_BDSI_G104,0.20612815794625883,0.244936817,0.038808659053741174
